food_id,food_name,image_url,declared_status,http_status,content_type,content_length,access_status,reason
FD0407,tapai ketan hitam,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14105431/Adakah-Manfaat-Tape-Ketan-Hitam-bagi-Kesehatan-Ini-Faktanya.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0408,tapai ketan putih,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/05/16/275251457.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0409,tapai singkong,https://res.cloudinary.com/dk0z4ums3/image/upload/v1674095060/attached_image/7-manfaat-tape-singkong-untuk-kesehatan-yang-perlu-diketahui.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0410,telur ayam ceplok,https://asset.kompas.com/crops/iCoT-Kr0xhu1V1MGOEhihIfgbYk=/0x0:498x332/750x500/data/photo/2020/02/07/5e3d3ae57251e.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0411,telur ayam dadar,https://awsimages.detik.net.id/community/media/visual/2022/05/07/resep-telur-dadar-ayam_43.jpeg?w=700&q=90,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0412,telur bebek ceplok,https://statik.tempo.co/data/2020/06/02/id_942491/942491_720.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0413,telur bebek dadar,https://cdn0-production-images-kly.akamaized.net/1WivGEoDIspEllYaxZHrpqkjEYQ=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2468104/original/014966900_1543254943-resep-dadar-telur-bebek-sayur-enak-dan-tidak-amis.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0414,tempe goreng,https://asset.kompas.com/crops/tnGS6LHPv4vxzDYTS-JJdLXBrjo=/0x41:1000x708/1200x800/data/photo/2020/04/01/5e841eccea33c.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0415,tempe kedelai murni goreng,https://media.hitekno.com/thumbs/2020/02/24/21141-ilustrasi-tempe-goreng-shutterstock/730x480-img-21141-ilustrasi-tempe-goreng-shutterstock.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0416,tempe pasar goreng,https://cdn.antaranews.com/cache/800x533/2021/01/23/tempe.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0417,tempe sayur,https://fibercreme.com/wp-content/uploads/2021/05/tempe-lombok-ijo-santan_.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0418,teri balado,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0419,terong kukus,https://1.bp.blogspot.com/-Geazm3gHNOw/WrJfbbzv9XI/AAAAAAAACe0/ivjlGyMEIuQKPKORmHkPF9SIluhx0Ad5ACLcBGAs/s1600/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0420,terung panjang kukus,https://i1.wp.com/dailymakan.com/wp-content/uploads/2022/02/TERUNG-KUKUS-ALA-KOREA-6.jpg?ssl=1,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0421,tim nasi tim,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0422,tomat masak,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0423,tumis bandeng,https://img.okezone.com/content/2018/04/26/298/1891625/kacang-panjang-tumis-tauge-dan-bandeng-bumbu-acar-menu-makan-siang-yang-sempurna-fPgLm3B8Js.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0424,tumis bayam bersantan,https://cdn1-production-images-kly.akamaized.net/4a0ttXDkFeMMNthY5iFfBhug3Ys=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3437424/original/069907400_1619146736-Bobor_Bayam_Jagung.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0425,ubi cilembu,https://assets-a1.kompasiana.com/items/album/2021/11/11/img-20211111-wa0043-618cbcd606310e41062eaf72.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0426,ubi jalar goreng,https://resepkoki.id/wp-content/uploads/2022/03/Resep-Ubi-Goreng.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0427,ubi jalar kuning kukus,https://img-global.cpcdn.com/recipes/96d4a66b6b3523c4/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0428,ubi jalar merah,https://akcdn.detik.net.id/visual/2020/11/23/ilustrasi-ubi-ungu-1_169.jpeg?w=650,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0429,ubi jalar putih,https://cdn.idntimes.com/content-images/community/2019/06/white-sweet-potatoes-1296x728-7ec7f00d7808a28366c0e5cf1c95d104.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0430,ubi jalar rebus,https://d1bpj0tv6vfxyp.cloudfront.net/articles/807337_27-11-2020_8-6-29.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0431,ubi jalar sayur,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0432,wortel kukus,https://www.wikihow.com/images_en/thumb/b/bf/Steam-Carrots-Step-3-Version-3.jpg/550px-nowatermark-Steam-Carrots-Step-3-Version-3.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0433,wortel rebus,https://asset-a.grid.id/crop/0x222:594x690/700x0/photo/2022/03/05/manfaat-makan-worteljpg-20220305070713.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0434,yoghurt,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/08/04071319/Inilah-Alasan-Greek-Yogurt-Menjadi-Cemilan-Sehat.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0435,nasi liwet solo,https://upload.wikimedia.org/wikipedia/commons/a/a5/Nasi%20Liwet.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0436,nasi kuning komplit,https://upload.wikimedia.org/wikipedia/commons/a/ad/Nasi%20kuning.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0437,bubur ayam,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bubur%20ayam.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0438,soto lamongan,https://upload.wikimedia.org/wikipedia/commons/9/98/Soto%20Lamongan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0439,sate ayam madura,https://upload.wikimedia.org/wikipedia/commons/2/2c/Sate%20Ayam%20Madura.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0440,sate padang,https://upload.wikimedia.org/wikipedia/commons/6/6e/Sate%20Padang.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0441,ayam penyet,https://upload.wikimedia.org/wikipedia/commons/7/76/Ayam%20penyet.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0442,ayam geprek,https://upload.wikimedia.org/wikipedia/commons/1/1e/Ayam%20geprek.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0443,pecel lele,https://upload.wikimedia.org/wikipedia/commons/0/05/Pecel%20Lele%201.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0444,lontong sayur,https://upload.wikimedia.org/wikipedia/commons/8/8c/Lontong%20sayur.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0445,ketoprak jakarta,https://upload.wikimedia.org/wikipedia/commons/d/d2/Ketoprak.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0446,pepes ikan,https://upload.wikimedia.org/wikipedia/commons/1/1d/IkanPepes.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0447,tumis kangkung,https://upload.wikimedia.org/wikipedia/commons/0/01/Tumis%20kangkung.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0448,tekwan,https://upload.wikimedia.org/wikipedia/commons/2/20/Tekwan.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0449,tahu campur,https://upload.wikimedia.org/wikipedia/commons/6/68/Tahu%20campur%20Ambarawa.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0450,capcay kuah,https://upload.wikimedia.org/wikipedia/commons/e/ee/Cap%20Cay%20%28Sayur%20Cap%20Chay%29%202.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0451,telur balado,https://upload.wikimedia.org/wikipedia/commons/c/cc/Telur%20Balado.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0452,tempe orek,https://upload.wikimedia.org/wikipedia/commons/9/92/Tempe%20Orek.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0453,ikan bakar dabu-dabu,https://upload.wikimedia.org/wikipedia/commons/5/5e/Ikan%20Tude%20Bakar.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0454,nasi campur bali,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20campur%20bali.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0455,tongseng sapi,https://upload.wikimedia.org/wikipedia/commons/8/86/Tongseng%20Sapi.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0456,semur daging sapi,https://upload.wikimedia.org/wikipedia/commons/2/2e/Semur%20Daging%20Kentang.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0457,sop iga sapi,https://upload.wikimedia.org/wikipedia/commons/4/4c/Beef%20soup%20may%202021.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0458,soto ayam bening,https://upload.wikimedia.org/wikipedia/commons/c/c4/Soto%20ayam.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0459,sop ayam sayuran,https://upload.wikimedia.org/wikipedia/commons/7/7d/Chicken%20soup%20with%20vegetables.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0460,opor ayam,https://upload.wikimedia.org/wikipedia/commons/e/e0/Opor%20ayam.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0461,kari ayam,https://upload.wikimedia.org/wikipedia/commons/2/24/Gulai%20ayam.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0462,garang asem ayam,https://upload.wikimedia.org/wikipedia/commons/5/52/Garang%20asem%20ayam.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0463,pindang ikan patin,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pindang%20patin.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0464,ikan kuah kuning,https://upload.wikimedia.org/wikipedia/commons/e/e6/Papeda%2C%20Kuah%20Kuning%2C%20Ikan%20Tude%20Bakar%202.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0465,sop ikan batam,https://upload.wikimedia.org/wikipedia/commons/a/a8/Sop%20ikan%20Batam.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0466,mangut lele,https://upload.wikimedia.org/wikipedia/commons/7/7b/Mangut%20lele.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0467,gulai kepala ikan,https://upload.wikimedia.org/wikipedia/commons/f/ff/Gulai%20kepala%20ikan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0468,tongseng kambing,https://upload.wikimedia.org/wikipedia/commons/a/a8/Tongseng%20kambing.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0469,tengkleng kambing,https://upload.wikimedia.org/wikipedia/commons/b/b1/Tengkleng%20kambing.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0470,bakwan jagung,https://upload.wikimedia.org/wikipedia/commons/7/71/Bakwan%20jagung.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0471,perkedel jagung,https://upload.wikimedia.org/wikipedia/commons/4/40/Perkedel%20jagung.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0472,sayur asem jagung,https://upload.wikimedia.org/wikipedia/commons/0/07/Sayur%20asem.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0473,sup jagung ayam,https://upload.wikimedia.org/wikipedia/commons/0/08/Chicken%20corn%20soup.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0474,sayur lodeh,https://upload.wikimedia.org/wikipedia/commons/8/87/Sayur%20lodeh.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0475,urap sayur,https://upload.wikimedia.org/wikipedia/commons/1/13/Urap%20sayur.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0476,pecel sayur,https://upload.wikimedia.org/wikipedia/commons/4/48/Pecel%20sayur.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0477,nasi pecel,https://upload.wikimedia.org/wikipedia/commons/c/c6/Nasi%20pecel.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0478,ayam rica-rica,https://upload.wikimedia.org/wikipedia/commons/a/a5/Ayam%20rica-rica.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0479,ayam betutu,https://upload.wikimedia.org/wikipedia/commons/a/a0/Ayam%20Betutu.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0480,ayam bumbu rujak,https://upload.wikimedia.org/wikipedia/commons/b/b6/Ayam%20bumbu%20rujak.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0481,tahu telur,https://upload.wikimedia.org/wikipedia/commons/c/c6/Tahu%20telur.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0482,tahu gejrot,https://upload.wikimedia.org/wikipedia/commons/d/de/Tahu%20gejrot.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0483,rujak buah,https://upload.wikimedia.org/wikipedia/commons/7/75/Rujak%20buah.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0484,bubur kacang hijau,https://upload.wikimedia.org/wikipedia/commons/4/46/Bubur%20kacang%20hijau.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
