food_id,food_name,image_url,declared_status,http_status,content_type,content_length,access_status,reason
FD0001,abon,https://img-cdn.medkomtek.com/PbrY9X3ignQ8sVuj_LU9UXljyew=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/7g8ceHGDNMuttlBcXEl8d/original/099726800_1605161502-Mana-yang-Lebih-Sehat-Abon-Sapi-atau-Abon-Ayam-shutterstock_1361446550.jpg,ok,200,image/webp,75938,accessible,head
FD0002,abon haruwan,https://img-global.cpcdn.com/recipes/cbf330fbd1ba6316/1200x630cq70/photo.jpg,ok,200,image/jpeg,,accessible,head
FD0003,agar-agar,https://res.cloudinary.com/dk0z4ums3/image/upload/v1644389489/attached_image/manfaat-agar-agar-untuk-tubuh.jpg,ok,200,image/jpeg,38681,accessible,head
FD0004,alpukat segar,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,200,image/jpeg,25946218,accessible,head
FD0005,anggur hutan segar,https://cf.shopee.co.id/file/ed7f26c6de5f13ec39e9931263ade6b9,ok,200,image/jpeg,109313,accessible,head
FD0006,anyang sayur,https://static.republika.co.id/uploads/images/inpicture_slide/anyang-_180520222511-425.jpg,ok,200,image/jpeg,358092,accessible,head
FD0007,apel,https://asset.kompas.com/crops/smfd25xgXRE3HpMLb2aamPeulYM=/21x0:1476x970/1200x800/data/photo/2022/08/30/630d7ae5d041f.jpg,ok,200,image/jpeg,112950,accessible,head
FD0008,apel malang segar,https://pasarsegar.co.id/wp-content/uploads/2020/09/name-63-1.jpg,ok,200,image/jpeg,13610,accessible,head
FD0009,arbei,https://asset.kompas.com/crops/NoCuCvNGfQG6_Ct04e7Vjcabjv4=/204x0:885x454/1200x800/data/photo/2020/06/25/5ef44bb002503.jpg,ok,200,image/jpeg,100405,accessible,head
FD0010,ares sayur,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/07/10/1764115767.jpg,ok,200,image/jpeg,74197,accessible,head
FD0011,asinan bogor sayuran,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,200,image/jpeg,2336518,accessible,head
FD0012,ayam goreng kentuckysayap,https://img-global.cpcdn.com/recipes/2ecb088a495ef73a/680x482cq70/ayam-goreng-kentucky-foto-resep-utama.jpg,ok,200,image/jpeg,,accessible,head
FD0013,ayam ampela goreng,https://cdn1-production-images-kly.akamaized.net/MldE3BInsLHr9JgPKFlsYtmbV-E=/0x344:5472x3428/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3142898/original/027275800_1591175314-shutterstock_188934800.jpg,ok,200,image/webp,14764,accessible,head
FD0014,ayam goreng kalasan paha,https://thumb.viva.id/intipseleb/1265x711/2022/10/21/6352aa183c0c1-resep-ayam-goreng-kalasan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0015,ayam goreng tepung dada,https://awsimages.detik.net.id/community/media/visual/2021/07/07/kirim-pesan-unik-kfc-2_43.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0016,ayam goreng tepung paha,https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0017,ayam goreng paha,https://cdn1-production-images-kly.akamaized.net/EwEm3hoNsTm-YZSonSqX2IlcAaY=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2938630/original/066858200_1571039590-shutterstock_153914045.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0018,ayam taliwang,https://asset.kompas.com/crops/-oAqlkfrKHaqebhytdtKz-JV6ls=/4x0:1000x664/750x500/data/photo/2020/12/22/5fe16c7655542.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0019,ayam usus goreng,https://img-global.cpcdn.com/recipes/fa7c9443ce9efcb5/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0020,bagea kelapa asin,https://resepkoki.id/wp-content/uploads/2018/02/Resep-Kue-Bagea.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0021,bagea kelapa manis,https://s3.theasianparent.com/tap-assets-prod/wp-content/uploads/sites/24/2022/03/kue-bagea-featured-650x339.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0022,bagea kenari asin,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0023,bagea kenari manis,https://indonesiakaya.com/wp-content/uploads/2020/10/1__IMG_0796_CROP_Renyah_gurih_dan_manis_begitulah_kira-kira_gambaran_saat_mencicipi_kue_bagea_khas_Sulawesi_Utara.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0024,kue bagea sagu,https://i0.wp.com/www.cakefever.com/wp-content/uploads/rsz_unknown_187780537_492967188795850_1371196946421020494_n.jpg?fit=900%2C600&ssl=1,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0025,kue bagea sagu kelapa,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/15/c5337e96-32c2-4453-98d0-cc17b08837f1.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0026,baje ketan,https://cf.shopee.co.id/file/91afb76cc87856ee341c0ee5970d66a9,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0027,bakpia kue,https://asset.kompas.com/crops/BZ6Z25Y0XcjtoHBInh10nGsMM2Q=/3x0:700x465/750x500/data/photo/2021/03/17/60514d8851d3e.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0028,bakso,https://asset.kompas.com/crops/x6OULHa8pMi47UnvDTzf1j62ov4=/3x0:700x465/750x500/data/photo/2022/08/25/6306b48bb80a1.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0029,bakwan sayur,https://i0.wp.com/resepkoki.id/wp-content/uploads/2019/04/Resep-Bakwan-Jagung-1.jpg?fit=1749%2C1920&ssl=1,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0030,barongko pisang,https://upload.wikimedia.org/wikipedia/commons/5/5e/Barongko_hendak_dimakan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0031,bayam kukus,https://img-global.cpcdn.com/recipes/ff942e133f5dc64e/680x482cq70/bayam-kukus-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0032,bayam rebus,https://img-global.cpcdn.com/recipes/5be8dc1e0002f811/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0033,bayam tumis oncom,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1601173915/chhxzj6dnkwkryigiyrl.jpg",ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0034,bayam tumis bersantan,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0035,bebek daging goreng,https://asset.kompas.com/crops/y8jlET9Zwl-5iykdc5t58sS-_KY=/0x52:1000x719/750x500/data/photo/2020/07/14/5f0d253a6edd5.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0036,burger sapi,https://upload.wikimedia.org/wikipedia/commons/4/43/NCI%20Visuals%20Food%20Hamburger.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0037,daging sapi teriyaki,https://upload.wikimedia.org/wikipedia/commons/d/d2/Beef%20Teriyaki%20from%20Sarku%20Japan%20at%20the%20Natick%20Mall%2C%20Natick%20MA.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0038,daging sapi yakiniku,https://asset.kompas.com/crops/awoHyKStB8lI_yqs1PTI3VjIHsE=/78x42:958x629/750x500/data/photo/2022/12/08/6391613d09412.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0039,belimbing,https://cdn0-production-images-kly.akamaized.net/vVBJG9Flt0ncPec4-hGyZftu4og=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2778801/original/086460500_1556885614-belimbing.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0040,bengkuang,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0041,bentul talas kukus,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0042,nasi putih,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0043,ketan hitam kukus,https://img.freepik.com/free-photo/purple-rice-berries-cooked-wooden-dish-with-mint-leaves_1150-19858.jpg?w=1060&t=st=1683884169~exp=1683884769~hmac=cbae358960d57fe16933cd26ccb63b1353dd59576d26b5334b0f7a9f732a4539,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0044,ketan putih kukus,https://img.freepik.com/free-photo/white-rice-is-placed-cup-wooden-floor_1150-26270.jpg?w=1060&t=st=1683884551~exp=1683885151~hmac=a53080997cbf768ead7314bfb2a4eb430be3da2f4caefbe22061ff25aa62d18d,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0045,bihun goreng,https://upload.wikimedia.org/wikipedia/commons/e/ed/MIE_KERING_MAKASSAR.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0046,bihun goreng instan,https://img-global.cpcdn.com/recipes/98b4c2fca1b1e699/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0047,kacang mete,https://static.republika.co.id/uploads/images/inpicture_slide/biji-jambu-mete-seorang-warga-menunjukkan-biji-jambu-mete-_121124152601-814.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0048,kacang mete goreng,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0049,bika ambon,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0050,biskuit,https://s4.bukalapak.com/bukalapak-kontenz-production/content_attachments/57314/original/main_merek_biskuit_enak_shutterstock.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0051,bonggol pisang,https://lzd-img-global.slatic.net/g/ff/kf/S1463a138f13a4911a9d6d535825ddb61O.jpg_720x720q80.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0052,bonggol pisang kering,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0053,buah naga merah segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//85/MTA-51432240/no-brand_buah-naga-merah-segar-fresh-1-pcs_full01.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0054,buah naga putih segar,https://cf.shopee.co.id/file/957f1f3ed49275a0fe2f2d9ac37524e4,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0055,buah nona,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0056,bubur,https://awsimages.detik.net.id/community/media/visual/2021/12/13/resep-bubur-ayam-cincang_43.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0057,bubur sagu,https://img-global.cpcdn.com/recipes/541f0543f5b40b2a/680x482cq70/bubur-sagu-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0058,bubur tinotuan manado,https://asset.kompas.com/crops/8IPl4RcIfLh3fkwXhKHPuPHqoz8=/81x22:892x563/750x500/data/photo/2020/05/13/5ebbdec618a37.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0059,bulgogi sapi,https://asset.kompas.com/crops/MGdiKvcc-R0j5purun8FmiLeX_U=/0x0:0x0/750x500/data/photo/2020/12/23/5fe2c9413a6ce.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0060,caisin segar,https://images.tokopedia.net/img/cache/700/product-1/2020/4/5/5400804/5400804_d23967b7-039f-4904-97d8-6a303aae6628_1051_1051.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0061,cake tape,https://resepkoki.id/wp-content/uploads/2016/12/Resep-Bolu-Tape.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0062,cap cai sayur,https://awsimages.detik.net.id/community/media/visual/2021/12/25/resep-capcay-kuah-kental.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0063,carica papaya segar,https://i0.wp.com/ygi.or.id/wp-content/uploads/2021/10/Manfaat-pepaya-www.ygi_.or_.id_.jpg?resize=678%2C381&ssl=1,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0064,cempedak,https://images.genpi.co/uploads/kalbar/arsip/normal/2022/07/15/buah-cempedak-foto-istockphotocom-n3j5.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0065,ceriping getuk singkong,https://cf.shopee.co.id/file/ee6c6b19853ec0734ceff90d980e685c,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0066,ayam teriyaki,https://img-global.cpcdn.com/recipes/ff7dc38da72458fa/680x482cq70/ayam-teriyaki-ala-hokben-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0067,chicken yakiniku,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0068,cokelat batang manis,https://www.mampu.or.id/wp-content/uploads/2022/10/6007a9065cace.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0069,cokelat batang pahit,https://nilaigizi.com/assets/images/produk/produk_1535873875.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0070,combro,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0071,coto makassar sapi,https://upload.wikimedia.org/wikipedia/commons/0/0b/Coto%20makassar.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0072,cumi-cumi goreng,https://i0.wp.com/resepmasakandapurarie.com/wp-content/uploads/2014/09/Resep-Cumi-Goreng-Tepung-Crispy-.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0073,daging asap,https://asset.kompas.com/crops/hysnw0J-U1aA8CzBNW5j_uEC3s8=/0x476:1080x1196/750x500/data/photo/2022/03/22/6239bc36b14f4.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0074,daun kacang panjang kukus,https://img-global.cpcdn.com/recipes/4ec6b371c573cabe/680x482cq70/sayur-bobor-lembayung-daun-kacang-panjang-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0075,daun katuk rebus,https://img-global.cpcdn.com/recipes/68161cf2088797fc/680x482cq70/rebus-daun-katuk-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0076,daun kelor rebus,https://img-global.cpcdn.com/recipes/ed600b784cb28839/680x482cq70/daun-kelor-rebus-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0077,daun mengkudu kukus,https://img-global.cpcdn.com/recipes/49833231f339c1b4/680x482cq70/pilas-pindang-daun-mengkudu-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0078,daun singkong lodeh,https://asset.kompas.com/crops/mxv9DRtBdiPbq6Lb9lPvPEn4Mtk=/0x0:1000x667/750x500/data/photo/2020/10/21/5f8f3ec62aee7.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0079,daun singkong rebus,https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0080,daun talas rebus,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0081,daun ubi jalar kukus,https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0082,daun ubi merah kukus,https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0083,dendeng belut goreng,https://commons.wikimedia.org/wiki/Special:FilePath/Dendeng%20balado.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0084,dendeng daging sapi,https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0085,dendeng mujair goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0086,dodol,https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0087,dodol bali,https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0088,dodol banjarmasin,https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0089,dodol galamai,https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0090,dodol kedondong,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0091,dodol manado,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0092,duku,https://upload.wikimedia.org/wikipedia/commons/3/32/Duku%20Lansium%20domesticum%20Ripe.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0093,durian,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0094,empal daging sapi goreng,https://upload.wikimedia.org/wikipedia/commons/f/f2/Empal%20Daging.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0095,empal goreng sapi,https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0096,emping melinjo,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0097,emping komak,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0098,enting-enting gepuk,https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0099,enting-enting gepuk kacang tanah,https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0100,enting-enting wijen,https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0101,es krim,https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0102,es krim coconut milk,https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0103,gado-gado,https://upload.wikimedia.org/wikipedia/commons/2/26/Gado_gado_jakarta.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0104,gambas lodeh,"https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0105,gemblong ketan,https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0106,gendar goreng,https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0107,getuk goreng,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0108,getuk lindri,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0109,getuk singkong,https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0110,gudeg,https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0111,gudeg sayur,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0112,gulai ikan,https://sweetrip.id/wp-content/uploads/2022/10/1.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0113,gulai ikan paya,https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0114,gulai kambing,https://commons.wikimedia.org/wiki/Special:FilePath/Gulai%20tongseng%20kambing.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0115,gulai keumamah,https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0116,gulai pakis,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0117,gulai pliek,https://commons.wikimedia.org/wiki/Special:FilePath/Kuwah%20Pliek%20U.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0118,gulai tiram,https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0119,gurame asam manis,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0120,ikan asar merah,https://upload.wikimedia.org/wikipedia/commons/f/f3/Cakalang%20fufu.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0121,ikan asin bilis goreng,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0122,ikan asin gabus goreng,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0123,ikan asin japuh goreng,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0124,ikan asin pari goreng,https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0125,ikan asin pepetek goreng,https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0126,ikan asin sirinding goreng,https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0127,ikan asin teri goreng,https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0128,bandeng presto,https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0129,ikan baung bakar,https://commons.wikimedia.org/wiki/Special:FilePath/Ikan%20Bakar.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0130,ikan belida bakar,https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0131,ikan gete goreng,https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0132,ikan lais bakar,https://commons.wikimedia.org/wiki/Special:FilePath/Ikan%20bakar.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0133,ikan lele goreng,https://commons.wikimedia.org/wiki/Special:FilePath/Lele%20Goreng.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
